Chemical Formula,Eg predicted by ETR (eV),Eg predicted by XGBR (eV)
C30H36N3S9Sn2I9,2.229102,3.00302
C30H36N3S9Pb2F9,3.079242,2.409677
C30H36N3S9Pb2Cl9,3.047438,2.861306
C30H36N3S9Pb2Br9,3.044017,3.008804
C30H36N3S9Pb2I9,2.403275,3.136002
C30H36N3S9Bi2F9,2.94337,2.392929
C30H36N3S9Bi2Cl9,2.965666,3.14341
C30H36N3S9Bi2Br9,2.870386,2.843199
C30H36N3S9Bi2I9,2.332101,2.948674
C5H10N3Ge1F4,3.06061,3.282878
C5H10N3Ge1Cl4,3.052161,3.396621
C5H10N3Ge1Br4,2.979498,3.286612
C5H10N3Ge1I4,2.395012,2.923635
C5H10N3Cd1F4,2.640396,2.359193
C5H10N3Cd1Cl4,2.932207,3.264922
C5H10N3Cd1Br4,2.844807,3.047554
C5H10N3Cd1I4,2.63823,3.435722
C5H10N3Sn1F4,2.466801,2.384186
C5H10N3Sn1Cl4,2.800721,3.343924
C5H10N3Sn1Br4,2.659079,3.071976
C5H10N3Sn1I4,2.239534,2.884448
C5H10N3Pb1F4,2.970757,2.489241
C5H10N3Pb1Cl4,2.98268,3.239482
C5H10N3Pb1Br4,2.88869,2.953469
C5H10N3Pb1I4,2.367993,3.250139
C5H10N3Bi1F4,2.810076,2.222923
C5H10N3Bi1Cl4,3.042792,3.109281
C5H10N3Bi1Br4,2.926985,2.699633
C5H10N3Bi1I4,2.288393,2.330828
C5H10N3Ge1F4,3.06061,3.282878
C5H10N3Ge1Cl4,3.052161,3.396621
C5H10N3Ge1Br4,2.979498,3.286612
C5H10N3Ge1I4,2.395012,2.923635
C5H10N3Cd1F4,2.640396,2.359193
C5H10N3Cd1Cl4,2.932207,3.264922
C5H10N3Cd1Br4,2.844807,3.047554
C5H10N3Cd1I4,2.63823,3.435722
C5H10N3Sn1F4,2.466801,2.384186
C5H10N3Sn1Cl4,2.800721,3.343924
C5H10N3Sn1Br4,2.659079,3.071976
C5H10N3Sn1I4,2.239534,2.884448
C5H10N3Pb1F4,2.970757,2.489241
C5H10N3Pb1Cl4,2.98268,3.239482
C5H10N3Pb1Br4,2.88869,2.953469
C5H10N3Pb1I4,2.367993,3.250139
C5H10N3Bi1F4,2.810076,2.222923
C5H10N3Bi1Cl4,3.042792,3.109281
C5H10N3Bi1Br4,2.926985,2.699633
C5H10N3Bi1I4,2.288393,2.330828
C5H16N2Ge1F4,3.096171,3.326733
C5H16N2Ge1Cl4,3.094665,3.463182
C5H16N2Ge1Br4,2.996275,3.348226
C5H16N2Ge1I4,2.398188,2.634093
C5H16N2Cd1F4,2.653318,2.284361
C5H16N2Cd1Cl4,2.9361,3.259717
C5H16N2Cd1Br4,2.855318,3.011571
C5H16N2Cd1I4,2.614821,3.163071
C5H16N2Sn1F4,2.472358,2.46558
C5H16N2Sn1Cl4,2.850772,3.369637
C5H16N2Sn1Br4,2.664794,3.116119
C5H16N2Sn1I4,2.19756,2.590237
C5H16N2Pb1F4,2.951812,2.567163
C5H16N2Pb1Cl4,3.006203,3.266044
C5H16N2Pb1Br4,2.882281,2.911621
C5H16N2Pb1I4,2.380107,2.612694
C5H16N2Bi1F4,2.865914,2.226559
C5H16N2Bi1Cl4,3.066652,3.082431
C5H16N2Bi1Br4,2.938845,2.850617
C5H16N2Bi1I4,2.294876,2.406093
C6H16N2Ge1F4,3.092708,3.308924
C6H16N2Ge1Cl4,3.091804,3.392199
C6H16N2Ge1Br4,2.991455,3.34519
C6H16N2Ge1I4,2.404338,2.629785
C6H16N2Cd1F4,2.651952,2.269342
C6H16N2Cd1Cl4,2.940436,3.256756
C6H16N2Cd1Br4,2.857307,3.033225
C6H16N2Cd1I4,2.618797,3.124959
C6H16N2Sn1F4,2.453534,2.469112
C6H16N2Sn1Cl4,2.838908,3.343917
C6H16N2Sn1Br4,2.677981,3.152024
C6H16N2Sn1I4,2.204237,2.609696
C6H16N2Pb1F4,2.954906,2.617113
C6H16N2Pb1Cl4,3.016949,3.226001
C6H16N2Pb1Br4,2.893231,3.012181
C6H16N2Pb1I4,2.382855,2.597288
C6H16N2Bi1F4,2.865114,2.21988
C6H16N2Bi1Cl4,3.067552,3.08207
C6H16N2Bi1Br4,2.934988,2.846792
C6H16N2Bi1I4,2.296176,2.391855
C18H28N2O2Ge1F4,3.02831,3.327642
C18H28N2O2Ge1Cl4,3.117399,3.644439
C18H28N2O2Ge1Br4,3.02143,3.25988
C18H28N2O2Ge1I4,2.414195,2.588251
C18H28N2O2Cd1F4,2.688437,2.24538
C18H28N2O2Cd1Cl4,3.054281,3.53436
C18H28N2O2Cd1Br4,2.939749,2.98848
C18H28N2O2Cd1I4,2.579825,3.327812
C18H28N2O2Sn1F4,2.466008,2.312266
C18H28N2O2Sn1Cl4,2.923292,3.532892
C18H28N2O2Sn1Br4,2.703962,3.101717
C18H28N2O2Sn1I4,2.171536,2.705885
C18H28N2O2Pb1F4,2.968368,2.536463
C18H28N2O2Pb1Cl4,3.071408,3.347411
C18H28N2O2Pb1Br4,2.924786,2.968561
C18H28N2O2Pb1I4,2.366053,3.028246
C18H28N2O2Bi1F4,2.816676,2.192873
C18H28N2O2Bi1Cl4,3.045892,3.085718
C18H28N2O2Bi1Br4,2.928343,2.629059
C18H28N2O2Bi1I4,2.288694,2.299987
C14H15N1S3Ge1F3,3.001231,3.200926
C14H15N1S3Ge1Cl3,3.113067,3.083042
C14H15N1S3Ge1Br3,2.983719,3.151523
C14H15N1S3Ge1I3,2.413107,3.139134
C14H15N1S3Cd1F3,2.652135,2.182883
C14H15N1S3Cd1Cl3,2.995064,3.05214
C14H15N1S3Cd1Br3,2.877413,2.915779
C14H15N1S3Cd1I3,2.695269,3.279401
C14H15N1S3Sn1F3,2.467708,2.211803
C14H15N1S3Sn1Cl3,2.878346,3.024062
C14H15N1S3Sn1Br3,2.689372,2.991136
C14H15N1S3Sn1I3,2.260152,2.987618
C14H15N1S3Pb1F3,2.963737,2.423708
C14H15N1S3Pb1Cl3,2.988494,2.916038
C14H15N1S3Pb1Br3,2.92353,2.931773
C14H15N1S3Pb1I3,2.395806,3.093341
C14H15N1S3Bi1F3,2.854199,2.285615
C14H15N1S3Bi1Cl3,3.08833,3.10076
C14H15N1S3Bi1Br3,2.938162,2.771706
C14H15N1S3Bi1I3,2.307303,2.334671
C22H27N2S4Ge1F3,3.001243,3.19909
C22H27N2S4Ge1Cl3,3.099286,3.038407
C22H27N2S4Ge1Br3,3.032354,3.182301
C22H27N2S4Ge1I3,2.373044,3.178316
C22H27N2S4Cd1F3,2.656212,2.193969
C22H27N2S4Cd1Cl3,3.000074,3.042228
C22H27N2S4Cd1Br3,2.897179,3.03465
C22H27N2S4Cd1I3,2.597552,3.229528
C22H27N2S4Sn1F3,2.473795,2.218209
C22H27N2S4Sn1Cl3,2.863402,3.056506
C22H27N2S4Sn1Br3,2.701866,3.040242
C22H27N2S4Sn1I3,2.28145,3.089347
C22H27N2S4Pb1F3,2.968213,2.436542
C22H27N2S4Pb1Cl3,3.013904,3.038941
C22H27N2S4Pb1Br3,2.939439,2.994144
C22H27N2S4Pb1I3,2.347458,3.186888
C22H27N2S4Bi1F3,2.879773,2.283043
C22H27N2S4Bi1Cl3,3.066109,3.105248
C22H27N2S4Bi1Br3,2.941252,2.78119
C22H27N2S4Bi1I3,2.267532,2.494278
C5H16N2Ge1F4,2.979785,3.280706
C5H16N2Ge1Cl4,3.098658,3.426769
C5H16N2Ge1Br4,2.994425,3.298938
C5H16N2Ge1I4,2.407606,2.582685
C5H16N2Cd1F4,2.637977,2.331797
C5H16N2Cd1Cl4,2.96592,3.383222
C5H16N2Cd1Br4,2.892558,3.050659
C5H16N2Cd1I4,2.66893,3.010378
C5H16N2Sn1F4,2.455887,2.441348
C5H16N2Sn1Cl4,2.855585,3.395127
C5H16N2Sn1Br4,2.668051,3.163552
C5H16N2Sn1I4,2.224082,2.627574
C5H16N2Pb1F4,2.963812,2.529242
C5H16N2Pb1Cl4,3.000253,3.261864
C5H16N2Pb1Br4,2.885725,2.949354
C5H16N2Pb1I4,2.34431,2.598805
C5H16N2Bi1F4,2.863314,2.281919
C5H16N2Bi1Cl4,3.055552,3.100454
C5H16N2Bi1Br4,2.928137,2.84385
C5H16N2Bi1I4,2.311023,2.320882
C6H17N3Ge1F4,2.954735,3.240404
C6H17N3Ge1Cl4,3.043961,3.352489
C6H17N3Ge1Br4,2.960161,3.240874
C6H17N3Ge1I4,2.385412,2.943466
C6H17N3Cd1F4,2.628145,2.444102
C6H17N3Cd1Cl4,2.948362,3.38377
C6H17N3Cd1Br4,2.871586,3.13981
C6H17N3Cd1I4,2.601145,3.340418
C6H17N3Sn1F4,2.434358,2.373703
C6H17N3Sn1Cl4,2.8082,3.301752
C6H17N3Sn1Br4,2.679075,3.090014
C6H17N3Sn1I4,2.227135,2.887214
C6H17N3Pb1F4,2.968257,2.488404
C6H17N3Pb1Cl4,2.987623,3.224689
C6H17N3Pb1Br4,2.884514,2.944384
C6H17N3Pb1I4,2.323822,3.266288
C6H17N3Bi1F4,2.811164,2.252453
C6H17N3Bi1Cl4,3.031392,3.097425
C6H17N3Bi1Br4,2.919062,2.623144
C6H17N3Bi1I4,2.281461,2.318964
C14H24N4Ge1F4,2.954993,3.265994
C14H24N4Ge1Cl4,3.033276,3.423857
C14H24N4Ge1Br4,2.957242,3.310725
C14H24N4Ge1I4,2.381392,2.599985
C14H24N4Cd1F4,2.619396,2.390775
C14H24N4Cd1Cl4,2.930577,3.353664
C14H24N4Cd1Br4,2.816505,3.03374
C14H24N4Cd1I4,2.58292,2.956064
C14H24N4Sn1F4,2.416224,2.43955
C14H24N4Sn1Cl4,2.801785,3.373492
C14H24N4Sn1Br4,2.643038,3.183865
C14H24N4Sn1I4,2.185104,2.612654
C14H24N4Pb1F4,2.930062,2.5788
C14H24N4Pb1Cl4,2.996007,3.248293
C14H24N4Pb1Br4,2.878921,2.980236
C14H24N4Pb1I4,2.322322,2.529637
C14H24N4Bi1F4,2.760229,2.255898
C14H24N4Bi1Cl4,3.002101,3.102184
C14H24N4Bi1Br4,2.930664,2.659718
C14H24N4Bi1I4,2.275674,2.369668
C36H56N4Ge1F4,2.957496,3.215415
C36H56N4Ge1Cl4,3.079284,3.507087
C36H56N4Ge1Br4,2.930619,3.185558
C36H56N4Ge1I4,2.315038,2.570327
C36H56N4Cd1F4,2.600865,2.321362
C36H56N4Cd1Cl4,3.000517,3.586352
C36H56N4Cd1Br4,2.866868,3.1833
C36H56N4Cd1I4,2.468314,2.742193
C36H56N4Sn1F4,2.431341,2.263434
C36H56N4Sn1Cl4,2.866096,3.506279
C36H56N4Sn1Br4,2.628323,3.124372
C36H56N4Sn1I4,2.151221,2.718275
C36H56N4Pb1F4,2.891963,2.43635
C36H56N4Pb1Cl4,3.013652,3.289971
C36H56N4Pb1Br4,2.861989,3.027896
C36H56N4Pb1I4,2.298325,2.618689
C36H56N4Bi1F4,2.788216,2.288219
C36H56N4Bi1Cl4,3.019163,3.056058
C36H56N4Bi1Br4,2.931655,2.637222
C36H56N4Bi1I4,2.302301,2.467175
C2H20N6Ge1F4,3.105111,3.979573
C2H20N6Ge1Cl4,3.079513,3.318799
C2H20N6Ge1Br4,2.952268,3.267945
C2H20N6Ge1I4,2.374026,3.183538
C2H20N6Cd1F4,2.678595,2.418018
C2H20N6Cd1Cl4,2.983359,3.319356
C2H20N6Cd1Br4,2.844851,3.104233
C2H20N6Cd1I4,2.618081,3.435342
C2H20N6Sn1F4,2.495043,2.358007
C2H20N6Sn1Cl4,2.822743,3.291002
C2H20N6Sn1Br4,2.672207,3.053288
C2H20N6Sn1I4,2.255416,3.121483
C2H20N6Pb1F4,2.990958,2.475861
C2H20N6Pb1Cl4,2.972363,3.210369
C2H20N6Pb1Br4,2.837839,3.00311
C2H20N6Pb1I4,2.344967,3.206086
C2H20N6Bi1F4,2.869437,2.338906
C2H20N6Bi1Cl4,3.057445,3.084065
C2H20N6Bi1Br4,2.936473,2.766275
C2H20N6Bi1I4,2.284022,2.386423
C2H20N6Ge1F4,3.105111,3.979573
C2H20N6Ge1Cl4,3.079513,3.318799
C2H20N6Ge1Br4,2.952268,3.267945
C2H20N6Ge1I4,2.374026,3.183538
C2H20N6Cd1F4,2.678595,2.418018
C2H20N6Cd1Cl4,2.983359,3.319356
C2H20N6Cd1Br4,2.844851,3.104233
C2H20N6Cd1I4,2.618081,3.435342
C2H20N6Sn1F4,2.495043,2.358007
C2H20N6Sn1Cl4,2.822743,3.291002
C2H20N6Sn1Br4,2.672207,3.053288
C2H20N6Sn1I4,2.255416,3.121483
C2H20N6Pb1F4,2.990958,2.475861
C2H20N6Pb1Cl4,2.972363,3.210369
C2H20N6Pb1Br4,2.837839,3.00311
C2H20N6Pb1I4,2.344967,3.206086
C2H20N6Bi1F4,2.869437,2.338906
C2H20N6Bi1Cl4,3.057445,3.084065
C2H20N6Bi1Br4,2.936473,2.766275
C2H20N6Bi1I4,2.284022,2.386423
C2H14N4Ge1F4,3.105411,4.033329
C2H14N4Ge1Cl4,3.089013,3.377049
C2H14N4Ge1Br4,2.941012,3.277964
C2H14N4Ge1I4,2.378726,2.877571
C2H14N4Cd1F4,2.695395,2.337795
C2H14N4Cd1Cl4,2.974159,3.281787
C2H14N4Cd1Br4,2.822801,3.037116
C2H14N4Cd1I4,2.611481,3.426016
C2H14N4Sn1F4,2.517039,2.392071
C2H14N4Sn1Cl4,2.822275,3.329633
C2H14N4Sn1Br4,2.672496,3.054681
C2H14N4Sn1I4,2.2518,2.924599
C2H14N4Pb1F4,2.989958,2.465338
C2H14N4Pb1Cl4,2.983641,3.210836
C2H14N4Pb1Br4,2.864683,3.000951
C2H14N4Pb1I4,2.361719,2.939614
C2H14N4Bi1F4,2.871478,2.334937
C2H14N4Bi1Cl4,3.055295,3.075753
C2H14N4Bi1Br4,2.937443,2.895936
C2H14N4Bi1I4,2.290372,2.392741
C2H14N4Ge1F4,3.105411,4.033329
C2H14N4Ge1Cl4,3.089013,3.377049
C2H14N4Ge1Br4,2.941012,3.277964
C2H14N4Ge1I4,2.378726,2.877571
C2H14N4Cd1F4,2.695395,2.337795
C2H14N4Cd1Cl4,2.974159,3.281787
C2H14N4Cd1Br4,2.822801,3.037116
C2H14N4Cd1I4,2.611481,3.426016
C2H14N4Sn1F4,2.517039,2.392071
C2H14N4Sn1Cl4,2.822275,3.329633
C2H14N4Sn1Br4,2.672496,3.054681
C2H14N4Sn1I4,2.2518,2.924599
C2H14N4Pb1F4,2.989958,2.465338
C2H14N4Pb1Cl4,2.983641,3.210836
C2H14N4Pb1Br4,2.864683,3.000951
C2H14N4Pb1I4,2.361719,2.939614
C2H14N4Bi1F4,2.871478,2.334937
C2H14N4Bi1Cl4,3.055295,3.075753
C2H14N4Bi1Br4,2.937443,2.895936
C2H14N4Bi1I4,2.290372,2.392741
C14H28N2O4Ge1F4,2.99646,3.35681
C14H28N2O4Ge1Cl4,3.179368,3.578395
C14H28N2O4Ge1Br4,3.009146,3.255436
C14H28N2O4Ge1I4,2.374687,3.166242
C14H28N2O4Cd1F4,2.679518,2.254142
C14H28N2O4Cd1Cl4,3.098438,3.457587
C14H28N2O4Cd1Br4,2.961241,3.044511
C14H28N2O4Cd1I4,2.603802,3.369119
C14H28N2O4Sn1F4,2.493085,2.347276
C14H28N2O4Sn1Cl4,2.961718,3.451948
C14H28N2O4Sn1Br4,2.735607,3.006152
C14H28N2O4Sn1I4,2.161241,3.31137
C14H28N2O4Pb1F4,2.967168,2.572938
C14H28N2O4Pb1Cl4,3.079552,3.363195
C14H28N2O4Pb1Br4,2.907409,2.908459
C14H28N2O4Pb1I4,2.334293,3.247288
C14H28N2O4Bi1F4,2.929087,2.194271
C14H28N2O4Bi1Cl4,3.03782,3.073797
C14H28N2O4Bi1Br4,2.931838,2.833546
C14H28N2O4Bi1I4,2.272182,2.369664
C13H38N3Ge2F7,2.99532,3.249893
C13H38N3Ge2Cl7,3.129928,3.295257
C13H38N3Ge2Br7,3.004799,3.333029
C13H38N3Ge2I7,2.390372,2.681126
C13H38N3Cd2F7,2.625505,2.451548
C13H38N3Cd2Cl7,3.011666,3.544027
C13H38N3Cd2Br7,2.90778,3.198175
C13H38N3Cd2I7,2.614829,2.676828
C13H38N3Sn2F7,2.484429,2.406296
C13H38N3Sn2Cl7,2.911246,3.317247
C13H38N3Sn2Br7,2.689889,3.171503
C13H38N3Sn2I7,2.179165,2.655314
C13H38N3Pb2F7,2.970051,2.520475
C13H38N3Pb2Cl7,3.041498,3.199289
C13H38N3Pb2Br7,2.892241,3.10821
C13H38N3Pb2I7,2.314138,2.68023
C13H38N3Bi2F7,2.868752,2.297193
C13H38N3Bi2Cl7,3.049297,3.07228
C13H38N3Bi2Br7,2.923595,2.774958
C13H38N3Bi2I7,2.29514,2.346087
C14H38N4Ge2F7,2.979185,3.257516
C14H38N4Ge2Cl7,3.08009,3.346479
C14H38N4Ge2Br7,2.98934,3.308201
C14H38N4Ge2I7,2.390888,2.604669
C14H38N4Cd2F7,2.633239,2.484406
C14H38N4Cd2Cl7,2.961876,3.405479
C14H38N4Cd2Br7,2.826159,3.017896
C14H38N4Cd2I7,2.574772,2.688914
C14H38N4Sn2F7,2.454416,2.41086
C14H38N4Sn2Cl7,2.856185,3.249287
C14H38N4Sn2Br7,2.658532,3.056631
C14H38N4Sn2I7,2.205568,2.561562
C14H38N4Pb2F7,2.914211,2.549769
C14H38N4Pb2Cl7,3.025841,3.272011
C14H38N4Pb2Br7,2.902806,2.910932
C14H38N4Pb2I7,2.317308,2.655071
C14H38N4Bi2F7,2.860452,2.291908
C14H38N4Bi2Cl7,3.053297,3.071906
C14H38N4Bi2Br7,2.939723,2.823531
C14H38N4Bi2I7,2.288922,2.361914
C15H39N3Ge2F7,2.977685,3.272878
C15H39N3Ge2Cl7,3.116978,3.549089
C15H39N3Ge2Br7,2.985628,3.139988
C15H39N3Ge2I7,2.380448,2.575553
C15H39N3Cd2F7,2.630325,2.459201
C15H39N3Cd2Cl7,2.975321,3.356574
C15H39N3Cd2Br7,2.862916,3.100752
C15H39N3Cd2I7,2.620691,2.745519
C15H39N3Sn2F7,2.458263,2.367591
C15H39N3Sn2Cl7,2.895406,3.525479
C15H39N3Sn2Br7,2.641526,3.095708
C15H39N3Sn2I7,2.206795,2.677927
C15H39N3Pb2F7,2.910561,2.566347
C15H39N3Pb2Cl7,3.045958,3.153636
C15H39N3Pb2Br7,2.887054,2.982021
C15H39N3Pb2I7,2.309998,2.672896
C15H39N3Bi2F7,2.861452,2.29187
C15H39N3Bi2Cl7,3.064797,3.079376
C15H39N3Bi2Br7,2.93289,2.827601
C15H39N3Bi2I7,2.307515,2.354965
C17H46N3Ge2F7,2.989391,3.247736
C17H46N3Ge2Cl7,3.132848,3.570909
C17H46N3Ge2Br7,3.010699,3.392786
C17H46N3Ge2I7,2.368792,2.665763
C17H46N3Cd2F7,2.636605,2.449601
C17H46N3Cd2Cl7,3.043862,3.492767
C17H46N3Cd2Br7,2.89278,3.227715
C17H46N3Cd2I7,2.616391,2.732722
C17H46N3Sn2F7,2.485052,2.422013
C17H46N3Sn2Cl7,2.950483,3.53817
C17H46N3Sn2Br7,2.712905,3.253416
C17H46N3Sn2I7,2.142035,2.633733
C17H46N3Pb2F7,2.96402,2.511636
C17H46N3Pb2Cl7,3.093129,3.419136
C17H46N3Pb2Br7,2.902718,3.232429
C17H46N3Pb2I7,2.282481,2.735489
C17H46N3Bi2F7,2.865552,2.297193
C17H46N3Bi2Cl7,3.036831,3.07228
C17H46N3Bi2Br7,2.934373,2.77583
C17H46N3Bi2I7,2.286455,2.342999
C17H46N3Ge2F7,2.989391,3.247736
C17H46N3Ge2Cl7,3.132848,3.570909
C17H46N3Ge2Br7,3.010699,3.392786
C17H46N3Ge2I7,2.368792,2.665763
C17H46N3Cd2F7,2.636605,2.449601
C17H46N3Cd2Cl7,3.043862,3.492767
C17H46N3Cd2Br7,2.89278,3.227715
C17H46N3Cd2I7,2.616391,2.732722
C17H46N3Sn2F7,2.485052,2.422013
C17H46N3Sn2Cl7,2.950483,3.53817
C17H46N3Sn2Br7,2.712905,3.253416
C17H46N3Sn2I7,2.142035,2.633733
C17H46N3Pb2F7,2.96402,2.511636
C17H46N3Pb2Cl7,3.093129,3.419136
C17H46N3Pb2Br7,2.902718,3.232429
C17H46N3Pb2I7,2.282481,2.735489
C17H46N3Bi2F7,2.865552,2.297193
C17H46N3Bi2Cl7,3.036831,3.07228
C17H46N3Bi2Br7,2.934373,2.77583
C17H46N3Bi2I7,2.286455,2.342999
C44H56N2S8Ge1F4,3.113877,4.040638
C44H56N2S8Ge1Cl4,3.093994,3.285214
C44H56N2S8Ge1Br4,2.96017,3.227427
C44H56N2S8Ge1I4,2.3438,2.510881
C44H56N2S8Cd1F4,2.681362,2.208314
C44H56N2S8Cd1Cl4,3.041867,3.256225
C44H56N2S8Cd1Br4,2.858848,3.003968
C44H56N2S8Cd1I4,2.648378,3.322821
C44H56N2S8Sn1F4,2.516942,2.242817
C44H56N2S8Sn1Cl4,2.870094,3.254959
C44H56N2S8Sn1Br4,2.669446,2.989411
C44H56N2S8Sn1I4,2.237,2.467161
C44H56N2S8Pb1F4,2.966843,2.4682
C44H56N2S8Pb1Cl4,2.967655,3.238074
C44H56N2S8Pb1Br4,2.864185,2.941859
C44H56N2S8Pb1I4,2.342769,2.886165
C44H56N2S8Bi1F4,2.869928,2.344151
C44H56N2S8Bi1Cl4,3.051152,3.087048
C44H56N2S8Bi1Br4,2.938899,2.886509
C44H56N2S8Bi1I4,2.280683,2.316513
C22H28N2S4Ge1F4,3.115611,4.029425
C22H28N2S4Ge1Cl4,3.087694,3.407977
C22H28N2S4Ge1Br4,2.956993,3.35134
C22H28N2S4Ge1I4,2.383707,2.936321
C22H28N2S4Cd1F4,2.685364,2.325973
C22H28N2S4Cd1Cl4,2.982109,3.255378
C22H28N2S4Cd1Br4,2.82686,3.039854
C22H28N2S4Cd1I4,2.627679,3.465916
C22H28N2S4Sn1F4,2.536152,2.413635
C22H28N2S4Sn1Cl4,2.839588,3.369197
C22H28N2S4Sn1Br4,2.654522,3.03995
C22H28N2S4Sn1I4,2.214669,2.53945
C22H28N2S4Pb1F4,2.987708,2.490821
C22H28N2S4Pb1Cl4,2.989516,3.235692
C22H28N2S4Pb1Br4,2.876691,2.990987
C22H28N2S4Pb1I4,2.370942,2.934122
C22H28N2S4Bi1F4,2.870078,2.336093
C22H28N2S4Bi1Cl4,3.064195,3.07691
C22H28N2S4Bi1Br4,2.935695,2.866301
C22H28N2S4Bi1I4,2.286172,2.382933
C9H30N3Ge2F7,2.982761,3.25903
C9H30N3Ge2Cl7,3.112943,3.320503
C9H30N3Ge2Br7,3.018912,3.336918
C9H30N3Ge2I7,2.401629,2.636861
C9H30N3Cd2F7,2.640695,2.414325
C9H30N3Cd2Cl7,2.99742,3.394493
C9H30N3Cd2Br7,2.904206,3.192108
C9H30N3Cd2I7,2.61673,2.740615
C9H30N3Sn2F7,2.472519,2.365616
C9H30N3Sn2Cl7,2.894504,3.29142
C9H30N3Sn2Br7,2.682038,3.124529
C9H30N3Sn2I7,2.210898,2.5893
C9H30N3Pb2F7,2.999696,2.520331
C9H30N3Pb2Cl7,3.030001,3.269977
C9H30N3Pb2Br7,2.914145,3.108381
C9H30N3Pb2I7,2.324992,2.663995
C9H30N3Bi2F7,2.868114,2.294873
C9H30N3Bi2Cl7,3.050752,3.075783
C9H30N3Bi2Br7,2.922995,2.77065
C9H30N3Bi2I7,2.317777,2.33421
C9H36N3Ge2F7,3.052169,3.295466
C9H36N3Ge2Cl7,3.166049,3.38537
C9H36N3Ge2Br7,3.023729,3.422308
C9H36N3Ge2I7,2.38569,2.587295
C9H36N3Cd2F7,2.644105,2.429391
C9H36N3Cd2Cl7,2.999227,3.496064
C9H36N3Cd2Br7,2.898375,3.1448
C9H36N3Cd2I7,2.61048,2.680393
C9H36N3Sn2F7,2.49541,2.393619
C9H36N3Sn2Cl7,2.888734,3.315215
C9H36N3Sn2Br7,2.680709,3.119085
C9H36N3Sn2I7,2.188503,2.54732
C9H36N3Pb2F7,2.964969,2.433222
C9H36N3Pb2Cl7,3.033223,3.217892
C9H36N3Pb2Br7,2.90519,3.028835
C9H36N3Pb2I7,2.318874,2.660575
C9H36N3Bi2F7,2.858514,2.296603
C9H36N3Bi2Cl7,3.043731,3.07169
C9H36N3Bi2Br7,2.928445,2.766219
C9H36N3Bi2I7,2.301527,2.31773
C12H40N4Ge2F7,2.99532,3.235584
C12H40N4Ge2Cl7,3.117596,3.360936
C12H40N4Ge2Br7,3.00468,3.316095
C12H40N4Ge2I7,2.378705,2.642955
C12H40N4Cd2F7,2.635032,2.49034
C12H40N4Cd2Cl7,3.006131,3.489614
C12H40N4Cd2Br7,2.875894,3.1307
C12H40N4Cd2I7,2.610318,2.766361
C12H40N4Sn2F7,2.477629,2.401126
C12H40N4Sn2Cl7,2.898582,3.30517
C12H40N4Sn2Br7,2.695008,3.150069
C12H40N4Sn2I7,2.191526,2.60049
C12H40N4Pb2F7,2.975451,2.515842
C12H40N4Pb2Cl7,3.031832,3.237087
C12H40N4Pb2Br7,2.912433,3.050834
C12H40N4Pb2I7,2.341704,2.689844
C12H40N4Bi2F7,2.865552,2.294873
C12H40N4Bi2Cl7,3.038597,3.068687
C12H40N4Bi2Br7,2.932723,2.770274
C12H40N4Bi2I7,2.287705,2.3391
C8H10N2Ge1F8,3.093572,3.300231
C8H10N2Ge1Cl8,3.067609,2.975516
C8H10N2Ge1Br8,2.985096,3.179794
C8H10N2Ge1I8,2.390337,2.518803
C8H10N2Cd1F8,2.653727,2.311004
C8H10N2Cd1Cl8,2.884661,2.916677
C8H10N2Cd1Br8,2.819905,2.992715
C8H10N2Cd1I8,2.624202,3.085674
C8H10N2Sn1F8,2.450321,2.387354
C8H10N2Sn1Cl8,2.79139,2.842945
C8H10N2Sn1Br8,2.652355,2.955846
C8H10N2Sn1I8,2.203878,2.540859
C8H10N2Pb1F8,2.945349,2.564749
C8H10N2Pb1Cl8,3.006464,2.795519
C8H10N2Pb1Br8,2.869916,2.850169
C8H10N2Pb1I8,2.373632,2.655297
C8H10N2Bi1F8,2.817528,2.210953
C8H10N2Bi1Cl8,3.046502,3.041802
C8H10N2Bi1Br8,2.923212,2.640223
C8H10N2Bi1I8,2.293458,2.362798
C10H24N2O2Ge1F4,3.125186,4.179286
C10H24N2O2Ge1Cl4,3.17174,3.631814
C10H24N2O2Ge1Br4,3.015711,3.281791
C10H24N2O2Ge1I4,2.381491,2.95777
C10H24N2O2Cd1F4,2.739631,2.347809
C10H24N2O2Cd1Cl4,3.115924,3.580741
C10H24N2O2Cd1Br4,2.950434,3.066402
C10H24N2O2Cd1I4,2.585648,3.501723
C10H24N2O2Sn1F4,2.576426,2.354701
C10H24N2O2Sn1Cl4,2.942138,3.547182
C10H24N2O2Sn1Br4,2.69759,2.997281
C10H24N2O2Sn1I4,2.171945,3.025757
C10H24N2O2Pb1F4,2.989522,2.498492
C10H24N2O2Pb1Cl4,3.078667,3.342289
C10H24N2O2Pb1Br4,2.905653,2.953179
C10H24N2O2Pb1I4,2.35595,2.995607
C10H24N2O2Bi1F4,2.877278,2.341616
C10H24N2O2Bi1Cl4,3.065795,3.082432
C10H24N2O2Bi1Br4,2.941973,2.874423
C10H24N2O2Bi1I4,2.288072,2.353027
C8H20N2O4Ge1F4,3.015283,3.311628
C8H20N2O4Ge1Cl4,3.215058,3.578479
C8H20N2O4Ge1Br4,3.042403,3.291348
C8H20N2O4Ge1I4,2.37847,3.252109
C8H20N2O4Cd1F4,2.695997,2.308851
