Chemical Formula,Eg predicted by ETR (eV),Eg predicted by XGBR (eV)
C6H16N2Sn1Cl4,2.837442,3.412727
C6H16N2Sn1Br4,2.658055,3.157075
C6H16N2Sn1I4,2.211512,2.672831
C6H16N2Pb1F4,2.953512,2.576724
C6H16N2Pb1Cl4,3.033174,3.338283
C6H16N2Pb1Br4,2.907203,2.988113
C6H16N2Pb1I4,2.368446,2.665059
C6H16N2Bi1F4,2.857414,2.275239
C6H16N2Bi1Cl4,3.064852,3.093775
C6H16N2Bi1Br4,2.925845,2.844783
C6H16N2Bi1I4,2.303376,2.34349
C6H16N2Ge1F4,3.092708,3.308924
C6H16N2Ge1Cl4,3.091804,3.392199
C6H16N2Ge1Br4,2.991455,3.34519
C6H16N2Ge1I4,2.404338,2.629785
C6H16N2Cd1F4,2.651952,2.269342
C6H16N2Cd1Cl4,2.940436,3.256756
C6H16N2Cd1Br4,2.857307,3.033225
C6H16N2Cd1I4,2.618797,3.124959
C6H16N2Sn1F4,2.453534,2.469112
C6H16N2Sn1Cl4,2.838908,3.343917
C6H16N2Sn1Br4,2.677981,3.152024
C6H16N2Sn1I4,2.204237,2.609696
C6H16N2Pb1F4,2.954906,2.617113
C6H16N2Pb1Cl4,3.016949,3.226001
C6H16N2Pb1Br4,2.893231,3.012181
C6H16N2Pb1I4,2.382855,2.597288
C6H16N2Bi1F4,2.865114,2.21988
C6H16N2Bi1Cl4,3.067552,3.08207
C6H16N2Bi1Br4,2.934988,2.846792
C6H16N2Bi1I4,2.296176,2.391855
C10H28N4Ge3F10,2.974584,3.191841
C10H28N4Ge3Cl10,3.063284,3.323678
C10H28N4Ge3Br10,2.935964,3.268408
C10H28N4Ge3I10,2.348117,2.93378
C10H28N4Cd3F10,2.629326,2.338592
C10H28N4Cd3Cl10,2.947132,3.375457
C10H28N4Cd3Br10,2.847883,3.054398
C10H28N4Cd3I10,2.643644,3.433336
C10H28N4Sn3F10,2.448352,2.34815
C10H28N4Sn3Cl10,2.828182,3.3287
C10H28N4Sn3Br10,2.642728,3.019123
C10H28N4Sn3I10,2.193346,3.305463
C10H28N4Pb3F10,2.953917,2.497089
C10H28N4Pb3Cl10,2.894546,2.873283
C10H28N4Pb3Br10,2.850833,3.070238
C10H28N4Pb3I10,2.307571,3.192579
C10H28N4Bi3F10,2.890503,2.235465
C10H28N4Bi3Cl10,3.07098,3.1544
C10H28N4Bi3Br10,2.915099,2.934478
C10H28N4Bi3I10,2.27982,2.500971
C2H2N2Ge1F4,3.109108,3.263617
C2H2N2Ge1Cl4,3.043866,3.074922
C2H2N2Ge1Br4,2.978525,3.282492
C2H2N2Ge1I4,2.400473,3.212902
C2H2N2Cd1F4,2.671209,2.379623
C2H2N2Cd1Cl4,2.907492,2.976136
C2H2N2Cd1Br4,2.845661,2.924471
C2H2N2Cd1I4,2.62933,3.282085
C2H2N2Sn1F4,2.479519,2.374623
C2H2N2Sn1Cl4,2.80037,2.941569
C2H2N2Sn1Br4,2.677411,3.066664
C2H2N2Sn1I4,2.259087,3.199841
C2H2N2Pb1F4,2.985344,2.553246
C2H2N2Pb1Cl4,2.971457,2.879869
C2H2N2Pb1Br4,2.873696,2.973899
C2H2N2Pb1I4,2.383629,3.173381
C2H2N2Bi1F4,2.809089,2.224188
C2H2N2Bi1Cl4,3.046342,3.131849
C2H2N2Bi1Br4,2.9236,2.668225
C2H2N2Bi1I4,2.288148,2.328771
C4H16N2Ge1F4,3.085471,3.201165
C4H16N2Ge1Cl4,3.111835,3.40157
C4H16N2Ge1Br4,2.985045,3.232752
C4H16N2Ge1I4,2.394879,2.566248
C4H16N2Cd1F4,2.648276,2.307142
C4H16N2Cd1Cl4,2.950995,3.362369
C4H16N2Cd1Br4,2.864962,3.144283
C4H16N2Cd1I4,2.662039,3.174886
C4H16N2Sn1F4,2.485609,2.430473
C4H16N2Sn1Cl4,2.852242,3.332596
C4H16N2Sn1Br4,2.673681,3.073791
C4H16N2Sn1I4,2.209072,2.624514
C4H16N2Pb1F4,2.958437,2.566854
C4H16N2Pb1Cl4,3.004869,3.213602
C4H16N2Pb1Br4,2.890373,3.016962
C4H16N2Pb1I4,2.387503,2.589615
C4H16N2Bi1F4,2.863314,2.22616
C4H16N2Bi1Cl4,3.067352,3.085946
C4H16N2Bi1Br4,2.938845,2.864331
C4H16N2Bi1I4,2.294772,2.406093
C24H56N2Ge1F4,3.118742,4.17618
C24H56N2Ge1Cl4,3.127609,3.585594
C24H56N2Ge1Br4,2.964208,3.312833
C24H56N2Ge1I4,2.354328,2.584687
C24H56N2Cd1F4,2.651889,2.421622
C24H56N2Cd1Cl4,3.030528,3.509281
C24H56N2Cd1Br4,2.852213,3.127172
C24H56N2Cd1I4,2.528492,2.690147
C24H56N2Sn1F4,2.513944,2.358854
C24H56N2Sn1Cl4,2.92617,3.519425
C24H56N2Sn1Br4,2.688826,3.053992
C24H56N2Sn1I4,2.170381,2.682736
C24H56N2Pb1F4,2.917084,2.583571
C24H56N2Pb1Cl4,3.050974,3.410925
C24H56N2Pb1Br4,2.869947,2.916333
C24H56N2Pb1I4,2.31856,2.651814
C24H56N2Bi1F4,2.878317,2.336878
C24H56N2Bi1Cl4,3.054497,3.056974
C24H56N2Bi1Br4,2.931899,2.887803
C24H56N2Bi1I4,2.295644,2.33089
C4N2Ge1F4,3.104839,3.145919
C4N2Ge1Cl4,3.030987,3.02365
C4N2Ge1Br4,2.985425,3.281221
C4N2Ge1I4,2.392587,3.029428
C4N2Cd1F4,2.656759,2.355447
C4N2Cd1Cl4,2.882493,2.816303
C4N2Cd1Br4,2.824755,2.899312
C4N2Cd1I4,2.62643,3.305195
C4N2Sn1F4,2.443341,2.348571
C4N2Sn1Cl4,2.777088,2.960222
C4N2Sn1Br4,2.655119,3.065163
C4N2Sn1I4,2.233798,2.870049
C4N2Pb1F4,2.918592,2.58154
C4N2Pb1Cl4,2.929197,2.936013
C4N2Pb1Br4,2.866835,2.97025
C4N2Pb1I4,2.377832,3.244891
C4N2Bi1F4,2.808326,2.179268
C4N2Bi1Cl4,3.035342,3.100784
C4N2Bi1Br4,2.9242,2.677903
C4N2Bi1I4,2.325029,2.360898
C4N2Ge1F4,3.152329,4.079382
C4N2Ge1Cl4,3.06699,3.036998
C4N2Ge1Br4,2.961108,3.296708
C4N2Ge1I4,2.401548,2.57978
C4N2Cd1F4,2.683661,2.335278
C4N2Cd1Cl4,2.918984,2.999346
C4N2Cd1Br4,2.841949,3.034051
C4N2Cd1I4,2.633005,3.508856
C4N2Sn1F4,2.512013,2.439685
C4N2Sn1Cl4,2.801758,2.898221
C4N2Sn1Br4,2.647122,3.066008
C4N2Sn1I4,2.205667,2.625168
C4N2Pb1F4,2.966146,2.520579
C4N2Pb1Cl4,2.97925,2.848902
C4N2Pb1Br4,2.853054,3.0245
C4N2Pb1I4,2.388454,2.997513
C4N2Bi1F4,2.810601,2.308435
C4N2Bi1Cl4,3.042785,3.087039
C4N2Bi1Br4,2.937911,2.691646
C4N2Bi1I4,2.28866,2.315851
C8N4Ge1F4,3.114567,4.024425
C8N4Ge1Cl4,3.045029,3.270801
C8N4Ge1Br4,2.967816,3.293733
C8N4Ge1I4,2.397262,2.920718
C8N4Cd1F4,2.670594,2.349468
C8N4Cd1Cl4,2.929593,3.01806
C8N4Cd1Br4,2.819874,3.082988
C8N4Cd1I4,2.64913,3.457107
C8N4Sn1F4,2.479142,2.378359
C8N4Sn1Cl4,2.805122,3.017337
C8N4Sn1Br4,2.637356,3.085009
C8N4Sn1I4,2.24122,2.869223
C8N4Pb1F4,2.956055,2.524216
C8N4Pb1Cl4,2.9621,3.24512
C8N4Pb1Br4,2.877108,3.038231
C8N4Pb1I4,2.384333,2.893255
C8N4Bi1F4,2.807688,2.330325
C8N4Bi1Cl4,3.038828,3.120127
C8N4Bi1Br4,2.934941,2.683462
C8N4Bi1I4,2.294408,2.331014
C4N2Ge1F4,3.152329,4.079382
C4N2Ge1Cl4,3.06699,3.036998
C4N2Ge1Br4,2.961108,3.296708
C4N2Ge1I4,2.401548,2.57978
C4N2Cd1F4,2.683661,2.335278
C4N2Cd1Cl4,2.918984,2.999346
C4N2Cd1Br4,2.841949,3.034051
C4N2Cd1I4,2.633005,3.508856
C4N2Sn1F4,2.512013,2.439685
C4N2Sn1Cl4,2.801758,2.898221
C4N2Sn1Br4,2.647122,3.066008
C4N2Sn1I4,2.205667,2.625168
C4N2Pb1F4,2.966146,2.520579
C4N2Pb1Cl4,2.97925,2.848902
C4N2Pb1Br4,2.853054,3.0245
C4N2Pb1I4,2.388454,2.997513
C4N2Bi1F4,2.810601,2.308435
C4N2Bi1Cl4,3.042785,3.087039
C4N2Bi1Br4,2.937911,2.691646
C4N2Bi1I4,2.28866,2.315851
C8N2Ge1F4,3.105935,3.226882
C8N2Ge1Cl4,2.970948,3.04792
C8N2Ge1Br4,2.964318,3.312128
C8N2Ge1I4,2.392987,2.849669
C8N2Cd1F4,2.635033,2.286705
C8N2Cd1Cl4,2.876187,2.925009
C8N2Cd1Br4,2.810855,3.021439
C8N2Cd1I4,2.623343,3.295948
C8N2Sn1F4,2.439337,2.396871
C8N2Sn1Cl4,2.772069,2.964074
C8N2Sn1Br4,2.641569,3.093197
C8N2Sn1I4,2.235698,2.875456
C8N2Pb1F4,2.898642,2.546484
C8N2Pb1Cl4,2.934854,2.873189
C8N2Pb1Br4,2.844278,3.019459
C8N2Pb1I4,2.358861,2.851773
C8N2Bi1F4,2.778202,2.21396
C8N2Bi1Cl4,3.040376,3.069836
C8N2Bi1Br4,2.91615,2.713818
C8N2Bi1I4,2.325629,2.33766
C6N2Ge1F3,2.999184,3.183795
C6N2Ge1Cl3,2.953898,2.984614
C6N2Ge1Br3,2.952264,3.241808
C6N2Ge1I3,2.382462,3.007692
C6N2Cd1F3,2.634576,2.243449
C6N2Cd1Cl3,2.867887,2.912596
C6N2Cd1Br3,2.788955,2.976256
C6N2Cd1I3,2.610407,3.28097
C6N2Sn1F3,2.377904,2.379573
C6N2Sn1Cl3,2.730272,2.96125
C6N2Sn1Br3,2.611257,3.065534
C6N2Sn1I3,2.194735,3.067843
C6N2Pb1F3,2.897142,2.58526
C6N2Pb1Cl3,2.896493,2.805079
C6N2Pb1Br3,2.845385,2.925854
C6N2Pb1I3,2.332853,3.04458
C6N2Bi1F3,2.776202,2.215063
C6N2Bi1Cl3,2.99932,3.065119
C6N2Bi1Br3,2.920269,2.710461
C6N2Bi1I3,2.299997,2.316038
C16H24N2Ge1F5,2.995253,3.289927
C16H24N2Ge1Cl5,3.075114,3.275141
C16H24N2Ge1Br5,2.975957,3.281409
C16H24N2Ge1I5,2.379996,2.545815
C16H24N2Cd1F5,2.632478,2.401977
C16H24N2Cd1Cl5,2.947316,3.288835
C16H24N2Cd1Br5,2.822669,2.906156
C16H24N2Cd1I5,2.588219,2.687234
C16H24N2Sn1F5,2.430209,2.403713
C16H24N2Sn1Cl5,2.870484,3.207442
C16H24N2Sn1Br5,2.673494,3.169351
C16H24N2Sn1I5,2.155304,2.520496
C16H24N2Pb1F5,2.87494,2.569458
C16H24N2Pb1Cl5,3.027185,3.07859
C16H24N2Pb1Br5,2.877141,2.964549
C16H24N2Pb1I5,2.325933,2.593817
C16H24N2Bi1F5,2.819015,2.214664
C16H24N2Bi1Cl5,3.041487,3.063292
C16H24N2Bi1Br5,2.92828,2.603461
C16H24N2Bi1I5,2.327746,2.271497
C16H24N2Ge1F5,2.995253,3.289927
C16H24N2Ge1Cl5,3.075114,3.275141
C16H24N2Ge1Br5,2.975957,3.281409
C16H24N2Ge1I5,2.379996,2.545815
C16H24N2Cd1F5,2.632478,2.401977
C16H24N2Cd1Cl5,2.947316,3.288835
C16H24N2Cd1Br5,2.822669,2.906156
C16H24N2Cd1I5,2.588219,2.687234
C16H24N2Sn1F5,2.430209,2.403713
C16H24N2Sn1Cl5,2.870484,3.207442
C16H24N2Sn1Br5,2.673494,3.169351
C16H24N2Sn1I5,2.155304,2.520496
C16H24N2Pb1F5,2.87494,2.569458
C16H24N2Pb1Cl5,3.027185,3.07859
C16H24N2Pb1Br5,2.877141,2.964549
C16H24N2Pb1I5,2.325933,2.593817
C16H24N2Bi1F5,2.819015,2.214664
C16H24N2Bi1Cl5,3.041487,3.063292
C16H24N2Bi1Br5,2.92828,2.603461
C16H24N2Bi1I5,2.327746,2.271497
C32H76N6Ge1F6,3.126022,4.032308
C32H76N6Ge1Cl6,3.102277,3.616223
C32H76N6Ge1Br6,2.951713,3.248229
C32H76N6Ge1I6,2.350184,2.487144
C32H76N6Cd1F6,2.669552,2.375172
C32H76N6Cd1Cl6,2.976159,3.18108
C32H76N6Cd1Br6,2.827742,3.050924
C32H76N6Cd1I6,2.548476,2.812607
C32H76N6Sn1F6,2.492766,2.387918
C32H76N6Sn1Cl6,2.874689,3.550888
C32H76N6Sn1Br6,2.654879,2.978035
C32H76N6Sn1I6,2.172089,2.510641
C32H76N6Pb1F6,2.938112,2.575055
C32H76N6Pb1Cl6,3.0386,3.162892
C32H76N6Pb1Br6,2.866157,2.890132
C32H76N6Pb1I6,2.332717,2.577581
C32H76N6Bi1F6,2.879617,2.330117
C32H76N6Bi1Cl6,3.053097,3.041609
C32H76N6Bi1Br6,2.933277,2.8728
C32H76N6Bi1I6,2.284826,2.412825
C34H66N6Ge1F6,3.125822,4.012628
C34H66N6Ge1Cl6,3.098552,3.606431
C34H66N6Ge1Br6,2.963146,3.283098
C34H66N6Ge1I6,2.358484,2.526889
C34H66N6Cd1F6,2.671401,2.306554
C34H66N6Cd1Cl6,2.943796,3.137077
C34H66N6Cd1Br6,2.812646,2.98918
C34H66N6Cd1I6,2.548454,2.793877
C34H66N6Sn1F6,2.489066,2.36799
C34H66N6Sn1Cl6,2.876131,3.531269
C34H66N6Sn1Br6,2.648548,2.996387
C34H66N6Sn1I6,2.167588,2.551023
C34H66N6Pb1F6,2.938112,2.591301
C34H66N6Pb1Cl6,3.028199,3.143374
C34H66N6Pb1Br6,2.863657,2.890944
C34H66N6Pb1I6,2.330507,2.579526
C34H66N6Bi1F6,2.821085,2.269845
C34H66N6Bi1Cl6,3.030881,2.973834
C34H66N6Bi1Br6,2.922465,2.661768
C34H66N6Bi1I6,2.279896,2.317425
C16H22N2Ge1F6,2.982838,3.294494
C16H22N2Ge1Cl6,3.059021,3.333528
C16H22N2Ge1Br6,2.953997,3.278706
C16H22N2Ge1I6,2.356096,2.536293
C16H22N2Cd1F6,2.636024,2.366938
C16H22N2Cd1Cl6,2.93586,2.928349
C16H22N2Cd1Br6,2.82357,2.912753
C16H22N2Cd1I6,2.595219,2.740537
C16H22N2Sn1F6,2.386576,2.434428
C16H22N2Sn1Cl6,2.858215,3.247575
C16H22N2Sn1Br6,2.664071,3.076402
C16H22N2Sn1I6,2.170792,2.530013
C16H22N2Pb1F6,2.854548,2.574694
C16H22N2Pb1Cl6,2.984236,3.111515
C16H22N2Pb1Br6,2.873637,2.976204
C16H22N2Pb1I6,2.331529,2.551462
C16H22N2Bi1F6,2.810365,2.206519
C16H22N2Bi1Cl6,3.034587,3.067279
C16H22N2Bi1Br6,2.911949,2.599488
C16H22N2Bi1I6,2.329354,2.343035
C16H22N2Ge1F6,2.982838,3.294494
C16H22N2Ge1Cl6,3.059021,3.333528
C16H22N2Ge1Br6,2.953997,3.278706
C16H22N2Ge1I6,2.356096,2.536293
C16H22N2Cd1F6,2.636024,2.366938
C16H22N2Cd1Cl6,2.93586,2.928349
C16H22N2Cd1Br6,2.82357,2.912753
C16H22N2Cd1I6,2.595219,2.740537
C16H22N2Sn1F6,2.386576,2.434428
C16H22N2Sn1Cl6,2.858215,3.247575
C16H22N2Sn1Br6,2.664071,3.076402
C16H22N2Sn1I6,2.170792,2.530013
C16H22N2Pb1F6,2.854548,2.574694
C16H22N2Pb1Cl6,2.984236,3.111515
C16H22N2Pb1Br6,2.873637,2.976204
C16H22N2Pb1I6,2.331529,2.551462
C16H22N2Bi1F6,2.810365,2.206519
C16H22N2Bi1Cl6,3.034587,3.067279
C16H22N2Bi1Br6,2.911949,2.599488
C16H22N2Bi1I6,2.329354,2.343035
C7H12N2Ge1F4,3.102103,3.270439
C7H12N2Ge1Cl4,3.059978,3.36401
C7H12N2Ge1Br4,2.993678,3.26842
C7H12N2Ge1I4,2.411343,2.561472
C7H12N2Cd1F4,2.655391,2.281992
C7H12N2Cd1Cl4,2.924148,2.906468
C7H12N2Cd1Br4,2.833261,3.002377
C7H12N2Cd1I4,2.632761,3.153492
C7H12N2Sn1F4,2.465395,2.418846
C7H12N2Sn1Cl4,2.833922,3.247247
C7H12N2Sn1Br4,2.663637,3.118978
C7H12N2Sn1I4,2.220088,2.582658
C7H12N2Pb1F4,2.966281,2.483361
C7H12N2Pb1Cl4,2.981996,3.253402
C7H12N2Pb1Br4,2.871209,2.991418
C7H12N2Pb1I4,2.369393,2.62573
C7H12N2Bi1F4,2.813828,2.205743
C7H12N2Bi1Cl4,3.050742,3.099764
C7H12N2Bi1Br4,2.923452,2.67491
C7H12N2Bi1I4,2.289842,2.32703
C5H11N3Ge1F4,2.948343,3.240118
C5H11N3Ge1Cl4,3.037961,3.355888
C5H11N3Ge1Br4,2.978761,3.289243
C5H11N3Ge1I4,2.386623,3.079594
C5H11N3Cd1F4,2.622245,2.428913
C5H11N3Cd1Cl4,2.953612,3.365589
C5H11N3Cd1Br4,2.87668,2.993074
C5H11N3Cd1I4,2.636457,3.297553
C5H11N3Sn1F4,2.401843,2.434184
C5H11N3Sn1Cl4,2.799471,3.309652
C5H11N3Sn1Br4,2.652375,3.101834
C5H11N3Sn1I4,2.212937,3.190888
C5H11N3Pb1F4,2.941507,2.550739
C5H11N3Pb1Cl4,2.96718,3.19654
C5H11N3Pb1Br4,2.895883,2.926704
C5H11N3Pb1I4,2.345028,3.223901
C5H11N3Bi1F4,2.814226,2.280357
C5H11N3Bi1Cl4,3.028578,3.122964
C5H11N3Bi1Br4,2.920535,2.587619
C5H11N3Bi1I4,2.298169,2.28269
C7H22N3Ge2F7,3.121259,4.064501
C7H22N3Ge2Cl7,3.075344,3.378827
C7H22N3Ge2Br7,2.990646,3.288474
C7H22N3Ge2I7,2.407631,2.565848
C7H22N3Cd2F7,2.662682,2.296947
C7H22N3Cd2Cl7,2.914885,2.880576
C7H22N3Cd2Br7,2.814797,3.001313
C7H22N3Cd2I7,2.613583,3.176941
C7H22N3Sn2F7,2.517151,2.379991
C7H22N3Sn2Cl7,2.838556,3.251331
C7H22N3Sn2Br7,2.653644,3.003524
C7H22N3Sn2I7,2.207527,2.613197
C7H22N3Pb2F7,2.968831,2.480485
C7H22N3Pb2Cl7,3.006794,3.25369
C7H22N3Pb2Br7,2.873123,2.954582
C7H22N3Pb2I7,2.387044,2.647311
C7H22N3Bi2F7,2.867914,2.229251
C7H22N3Bi2Cl7,3.068752,3.089351
C7H22N3Bi2Br7,2.938388,2.918144
C7H22N3Bi2I7,2.294472,2.399327
C7H22N3Ge2F7,2.973122,3.202374
C7H22N3Ge2Cl7,3.077784,3.377117
C7H22N3Ge2Br7,2.992888,3.239891
C7H22N3Ge2I7,2.391425,2.473162
C7H22N3Cd2F7,2.659618,2.392602
C7H22N3Cd2Cl7,2.942167,3.279217
C7H22N3Cd2Br7,2.862861,3.05617
C7H22N3Cd2I7,2.64763,3.333636
C7H22N3Sn2F7,2.455265,2.376992
C7H22N3Sn2Cl7,2.846591,3.341146
C7H22N3Sn2Br7,2.67223,3.028158
C7H22N3Sn2I7,2.219276,2.505427
C7H22N3Pb2F7,2.973181,2.55564
C7H22N3Pb2Cl7,2.983479,3.246235
C7H22N3Pb2Br7,2.90052,2.892063
C7H22N3Pb2I7,2.36096,2.616825
C7H22N3Bi2F7,2.861114,2.281919
C7H22N3Bi2Cl7,3.068302,3.097669
C7H22N3Bi2Br7,2.925512,2.873917
C7H22N3Bi2I7,2.311222,2.436729
C7H25N4Ge2F7,3.110131,3.99022
C7H25N4Ge2Cl7,3.078977,3.373316
C7H25N4Ge2Br7,2.980347,3.284689
C7H25N4Ge2I7,2.394125,2.566249
C7H25N4Cd2F7,2.637446,2.311141
C7H25N4Cd2Cl7,2.944344,3.188991
C7H25N4Cd2Br7,2.848938,2.99371
C7H25N4Cd2I7,2.620719,3.488783
C7H25N4Sn2F7,2.506423,2.348452
C7H25N4Sn2Cl7,2.835357,3.340883
C7H25N4Sn2Br7,2.661511,3.063996
C7H25N4Sn2I7,2.202528,2.567188
C7H25N4Pb2F7,2.971329,2.51086
C7H25N4Pb2Cl7,3.004466,3.260009
C7H25N4Pb2Br7,2.886128,2.966139
C7H25N4Pb2I7,2.372492,2.637032
C7H25N4Bi2F7,2.866875,2.234413
C7H25N4Bi2Cl7,3.065852,3.076908
C7H25N4Bi2Br7,2.946866,2.899029
C7H25N4Bi2I7,2.290372,2.391855
C7H21N4Ge2F7,2.972535,3.243687
C7H21N4Ge2Cl7,3.060382,3.405726
C7H21N4Ge2Br7,2.985495,3.273219
C7H21N4Ge2I7,2.394273,2.89887
C7H21N4Cd2F7,2.642676,2.430953
C7H21N4Cd2Cl7,2.963143,3.266819
C7H21N4Cd2Br7,2.860348,3.017101
C7H21N4Cd2I7,2.612429,3.321047
C7H21N4Sn2F7,2.436007,2.323142
C7H21N4Sn2Cl7,2.818007,3.34315
C7H21N4Sn2Br7,2.65908,3.063128
C7H21N4Sn2I7,2.256292,2.846217
C7H21N4Pb2F7,2.975257,2.497533
C7H21N4Pb2Cl7,2.99383,3.21189
C7H21N4Pb2Br7,2.879653,2.953095
C7H21N4Pb2I7,2.342285,3.199713
C7H21N4Bi2F7,2.826014,2.27165
C7H21N4Bi2Cl7,3.058052,3.082392
C7H21N4Bi2Br7,2.920812,2.733376
C7H21N4Bi2I7,2.31419,2.345271
C8Cs1H24N2Ge2F7,2.991796,3.250917
C8Cs1H24N2Ge2Cl7,3.123344,3.272204
C8Cs1H24N2Ge2Br7,2.907772,3.060967
C8Cs1H24N2Ge2I7,2.344612,2.533183
C8Cs1H24N2Cd2F7,2.639524,2.156337
C8Cs1H24N2Cd2Cl7,2.978006,3.26221
C8Cs1H24N2Cd2Br7,2.852924,3.021447
C8Cs1H24N2Cd2I7,2.638229,2.645783
C8Cs1H24N2Sn2F7,2.439525,2.359516
C8Cs1H24N2Sn2Cl7,2.899606,3.498689
C8Cs1H24N2Sn2Br7,2.621077,2.918758
C8Cs1H24N2Sn2I7,2.190677,2.568247
C8Cs1H24N2Pb2F7,2.898233,2.577172
C8Cs1H24N2Pb2Cl7,3.020815,3.180326
C8Cs1H24N2Pb2Br7,2.831931,2.923929
C8Cs1H24N2Pb2I7,2.326067,2.639878
C8Cs1H24N2Bi2F7,2.879974,2.289331
C8Cs1H24N2Bi2Cl7,3.063293,3.067358
C8Cs1H24N2Bi2Br7,2.921777,3.075824
C8Cs1H24N2Bi2I7,2.323918,2.485132
C8Cs1H24N2Ge2F7,2.991796,3.250917
C8Cs1H24N2Ge2Cl7,3.123344,3.272204
C8Cs1H24N2Ge2Br7,2.907772,3.060967
C8Cs1H24N2Ge2I7,2.344612,2.533183
C8Cs1H24N2Cd2F7,2.639524,2.156337
C8Cs1H24N2Cd2Cl7,2.978006,3.26221
C8Cs1H24N2Cd2Br7,2.852924,3.021447
C8Cs1H24N2Cd2I7,2.638229,2.645783
C8Cs1H24N2Sn2F7,2.439525,2.359516
C8Cs1H24N2Sn2Cl7,2.899606,3.498689
C8Cs1H24N2Sn2Br7,2.621077,2.918758
C8Cs1H24N2Sn2I7,2.190677,2.568247
C8Cs1H24N2Pb2F7,2.898233,2.577172
C8Cs1H24N2Pb2Cl7,3.020815,3.180326
C8Cs1H24N2Pb2Br7,2.831931,2.923929
C8Cs1H24N2Pb2I7,2.326067,2.639878
C8Cs1H24N2Bi2F7,2.879974,2.289331
C8Cs1H24N2Bi2Cl7,3.063293,3.067358
C8Cs1H24N2Bi2Br7,2.921777,3.075824
C8Cs1H24N2Bi2I7,2.323918,2.485132
C12Cs1H48N2Ge2F7,3.062294,3.324664
C12Cs1H48N2Ge2Cl7,3.187857,3.681984
C12Cs1H48N2Ge2Br7,2.929988,3.29649
C12Cs1H48N2Ge2I7,2.321872,2.715091
C12Cs1H48N2Cd2F7,2.629155,2.40136
C12Cs1H48N2Cd2Cl7,3.058657,3.691512
C12Cs1H48N2Cd2Br7,2.900044,3.11712
C12Cs1H48N2Cd2I7,2.519391,2.696261
C12Cs1H48N2Sn2F7,2.482076,2.354609
C12Cs1H48N2Sn2Cl7,2.963053,3.636755
C12Cs1H48N2Sn2Br7,2.679485,3.164557
C12Cs1H48N2Sn2I7,2.153732,2.704119
C12Cs1H48N2Pb2F7,2.947196,2.509444
C12Cs1H48N2Pb2Cl7,3.053984,3.443309
C12Cs1H48N2Pb2Br7,2.85584,3.117951
C12Cs1H48N2Pb2I7,2.321195,2.792075
C12Cs1H48N2Bi2F7,2.871512,2.308986
C12Cs1H48N2Bi2Cl7,3.035426,3.059389
C12Cs1H48N2Bi2Br7,2.943627,3.007503
C12Cs1H48N2Bi2I7,2.298698,2.507461
C9H29N4Ge2F7,2.972522,3.253103
C9H29N4Ge2Cl7,3.075426,3.327732
C9H29N4Ge2Br7,2.980343,3.279551
C9H29N4Ge2I7,2.397874,2.536546
C9H29N4Cd2F7,2.636676,2.322516
C9H29N4Cd2Cl7,2.965797,3.362633
C9H29N4Cd2Br7,2.858746,2.950326
C9H29N4Cd2I7,2.650267,3.321059
C9H29N4Sn2F7,2.457665,2.371388
C9H29N4Sn2Cl7,2.84025,3.292934
C9H29N4Sn2Br7,2.652688,3.021344
C9H29N4Sn2I7,2.211134,2.560879
C9H29N4Pb2F7,2.970687,2.425031
C9H29N4Pb2Cl7,3.00914,3.220941
C9H29N4Pb2Br7,2.889527,2.870242
C9H29N4Pb2I7,2.335377,2.641115
C9H29N4Bi2F7,2.857514,2.281558
C9H29N4Bi2Cl7,3.055552,3.090749
C9H29N4Bi2Br7,2.931045,2.832922
C9H29N4Bi2I7,2.292168,2.321277
C13H54N5Ge2F7,3.052169,3.262837
C13H54N5Ge2Cl7,3.171149,3.438544
C13H54N5Ge2Br7,2.997029,3.308738
C13H54N5Ge2I7,2.352178,2.538948
C13H54N5Cd2F7,2.627255,2.490611
C13H54N5Cd2Cl7,2.991941,3.478
C13H54N5Cd2Br7,2.891806,3.100398
C13H54N5Cd2I7,2.577779,2.669874
C13H54N5Sn2F7,2.49051,2.39943
C13H54N5Sn2Cl7,2.878953,3.360158
C13H54N5Sn2Br7,2.679958,3.055292
C13H54N5Sn2I7,2.211764,2.533458
C13H54N5Pb2F7,2.967569,2.48849
C13H54N5Pb2Cl7,3.017657,3.200026
C13H54N5Pb2Br7,2.891167,3.008033
C13H54N5Pb2I7,2.282413,2.622593
C13H54N5Bi2F7,2.859152,2.296603
C13H54N5Bi2Cl7,3.043381,3.07169
C13H54N5Bi2Br7,2.942423,2.774894
C13H54N5Bi2I7,2.277955,2.372246
C10H36N4Ge3F10,3.014506,3.232494
C10H36N4Ge3Cl10,3.161082,3.413716
C10H36N4Ge3Br10,3.013875,3.440701
C10H36N4Ge3I10,2.385379,2.671334
C10H36N4Cd3F10,2.646957,2.398718
C10H36N4Cd3Cl10,2.977563,3.534515
C10H36N4Cd3Br10,2.922853,3.16299
C10H36N4Cd3I10,2.62073,2.995224
C10H36N4Sn3F10,2.494204,2.359663
C10H36N4Sn3Cl10,2.895162,3.466488
C10H36N4Sn3Br10,2.683071,3.166878
C10H36N4Sn3I10,2.201637,2.652647
C10H36N4Pb3F10,3.017706,2.5534
C10H36N4Pb3Cl10,2.992276,3.287161
C10H36N4Pb3Br10,2.866134,3.057015
C10H36N4Pb3I10,2.31233,2.604084
